occupation,TotalEmployed,Women,Men,White,BlackAfricanAmerican,Asian,HispanicLatino,color_code,source,us_labor_occupation_names,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,UsedOccupations
fundraiser,102,0.7490000000000001,0.2509999999999999,0.889,0.048,0.031,0.084,Good,94,Fundraisers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fundraisers
tax collector,71,0.608,0.392,0.785,0.149,0.045,0.11800000000000001,Good,94,"Tax examiners and collectors, and revenue agents",94.0,revenue agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tax examiners and collectors, and revenue agents"
highway maintenance worker,93,0.022000000000000002,0.978,0.843,0.11,0.026000000000000002,0.20800000000000002,Good,94,Highway maintenance workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Highway maintenance workers
archivist,76,0.632,0.368,0.768,0.079,0.084,0.09,Good,94,"Archivists, curators, and museum technicians",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Archivists, curators, and museum technicians"
childcare worker,1036,0.938,0.062000000000000055,0.765,0.158,0.038,0.259,Good,54,Childcare workers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Childcare workers
correctional officer,300,0.33899999999999997,0.661,0.645,0.271,0.035,0.128,Good,54,Correctional officers and jailers,54.0,jailer,94.0,correctional treatment specialist,94.0,probation officer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Correctional officers and jailers
insurance agent,632,0.5489999999999999,0.45100000000000007,0.8059999999999999,0.133,0.040999999999999995,0.182,Good,54,Insurance sales agents,94.0,insurance appraiser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insurance sales agents
construction worker,2223,0.045,0.955,0.84,0.091,0.013000000000000001,0.519,Good,54,Construction laborers,94.0,construction and related worker,54.0,roofer,94.0,floor finisher,94,roof bolter,94.0,painting worker,94.0,fence erector,94.0,tile and stone setter,94.0,floor layer,94.0,insulation worker,94.0,terrazzo worker,94.0,terrazzo finisher,94.0,concrete finisher,94.0,floor sander,94.0,plasterer,94.0,paperhanger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Construction laborers
flagger,51,0.5579999999999999,0.44200000000000006,0.74,0.2,0.042,0.107,Good,94,Crossing guards and flaggers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crossing guards and flaggers
packager,690,0.517,0.483,0.618,0.258,0.063,0.353,Overlap,94,"Packers and packagers, hand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Packers and packagers, hand"
mason,173,0.025358381502890173,0.9746416184971098,0.9210520231213875,0.013589595375722545,0.0,0.505,Good,no_source,"Brickmasons, blockmasons, and stonemasons; Cement masons, concrete finishers, and terrazzo workers; Plasterers and stucco masons",94.0,stonemason,94.0,cement mason,94.0,blockmason,94,brickmason,94.0,stucco mason,94.0,precious stone and metal worker,94.0,fabric and apparel patternmaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brickmasons, blockmasons, and stonemasons; Cement masons, concrete finishers, and terrazzo workers"
textile worker,51,0.8140000000000001,0.18599999999999994,0.799,0.063,0.125,0.28600000000000003,Overlap,94,"Tailors, dressmakers, and sewers",104.0,sewist,94.0,custom sewer,94.0,sewing machine operator,94,dressmaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tailors, dressmakers, and sewers"
manicurist,324,0.835,0.16500000000000004,0.23800000000000002,0.064,0.648,0.13699999999999998,Good,54,Manicurists and pedicurists,94.0,pedicurist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manicurists and pedicurists
maid,1380,0.884,0.11599999999999999,0.74,0.161,0.043,0.519,Good,54,Maids and housekeeping cleaners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maids and housekeeping cleaners
inspector,908,0.3539041850220265,0.6460958149779736,0.7531057268722468,0.12980726872246698,0.06710022026431718,0.18154625550660794,Good,94,"Fire inspectors; Agricultural inspectors; Construction and building inspectors; Inspectors, testers, sorters, samplers, and weighers; Transportation inspectors",71.0,building inspector,94.0,fire inspector,94.0,agricultural inspector,94,forest fire inspector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Construction and building inspectors; Inspectors, testers, sorters, samplers, and weighers"
bookkeeper,1210,0.862,0.138,0.8390000000000001,0.07200000000000001,0.057999999999999996,0.159,Good,94,"Bookkeeping, accounting, and auditing clerks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bookkeeping, accounting, and auditing clerks"
pest control worker,90,0.051,0.949,0.847,0.092,0.017,0.21600000000000003,Good,94,Pest control workers,94.0,pesticide applicator,94.0,pesticide sprayer,94.0,pesticide handler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pest control workers
sampler,860,0.39755697674418605,0.602443023255814,0.745856976744186,0.136246511627907,0.06362441860465116,0.18945232558139535,Good,94,"Inspectors, testers, sorters, samplers, and weighers; Weighers, measurers, checkers, and samplers, recordkeeping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inspectors, testers, sorters, samplers, and weighers; Weighers, measurers, checkers, and samplers, recordkeeping"
animal caretaker,361,0.76,0.24,0.878,0.06,0.013000000000000001,0.165,Good,94,Animal caretakers,94.0,laboratory animal caretaker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal caretakers
financial advisor,506,0.326,0.6739999999999999,0.86,0.064,0.063,0.086,Good,54,Personal financial advisors,94.0,personal financial advisor,94.0,financial specialist,94.0,financial risk specialist,54,credit counselor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal financial advisors
"educational, guidance, and career advisor",384,0.792,0.20799999999999996,0.76,0.172,0.025,0.141,Good,94,"Educational, guidance, and career counselors and advisors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Educational, guidance, and career counselors and advisors"
analyst,2989,0.45630980260956844,0.5436901973904317,0.7424529943124791,0.09730879892940783,0.1269334225493476,0.088547674807628,Good,70,"Management analysts; Market research analysts and marketing specialists; Budget analysts; Credit analysts; Financial and investment analysts; Computer systems analysts; Information security analysts; Software quality assurance analysts and testers; Operations research analysts; News analysts, reporters, and journalists",54.0,market research analyst,54.0,financial analyst,54.0,computer systems analyst,94,information security analyst,94.0,software quality assurance analyst,94.0,budget analyst,94.0,credit analyst,94.0,"compensation, benefits, and job analysis specialist",94.0,management analyst,94.0,news analyst,94.0,investment analyst,94.0,operations research analyst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Management analysts; Market research analysts and marketing specialists; Financial and investment analysts; Computer systems analysts; Information security analysts; Software quality assurance analysts and testers; Operations research analysts; News analysts, reporters, and journalists"
installer,1508,0.0363368700265252,0.9636631299734747,0.8623302387267905,0.08814854111405837,0.012175066312997349,0.30481299734748013,Good,no_source,"Carpet, floor, and tile installers and finishers; Drywall installers, ceiling tile installers, and tapers; Solar photovoltaic installers; Elevator and escalator installers and repairers; Radio and telecommunications equipment installers and repairers; Electrical and electronics installers and repairers, transportation equipment; Electronic equipment installers and repairers, motor vehicles; Audiovisual equipment installers and repairers; Security and fire alarm systems installers; Automotive glass installers and repairers; Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers; Control and valve installers and repairers; Heating, air conditioning, and refrigeration mechanics and installers; Electrical power-line installers and repairers; Telecommunications line installers and repairers; Manufactured building and mobile home installers; Helpers--installation, maintenance, and repair workers; Other installation, maintenance, and repair workers",54.0,drywall installer,94.0,electrical and electronics installer,94.0,solar photovoltaic installer,94,control and valve installer,94.0,telecommunications line installer,94.0,security and fire alarm systems installer,94.0,automotive glass installer,94.0,audiovisual equipment installer,94.0,electrical power-line installer,94.0,drywall and ceiling tile installer,94.0,manufactured building and mobile home installer,94.0,telecommunications equipment installer,54.0,air conditioning installer,54.0,carpet installer,94.0,elevator and escalator installer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carpet, floor, and tile installers and finishers; Drywall installers, ceiling tile installers, and tapers; Radio and telecommunications equipment installers and repairers; Miscellaneous vehicle and mobile equipment mechanics, installers, and repairers; Heating, air conditioning, and refrigeration mechanics and installers; Electrical power-line installers and repairers; Telecommunications line installers and repairers; Other installation, maintenance, and repair workers"
claims examiner,362,0.552,0.44799999999999995,0.773,0.18100000000000002,0.023,0.10400000000000001,Overlap,94,"Claims adjusters, appraisers, examiners, and investigators",94.0,claims investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Claims adjusters, appraisers, examiners, and investigators"
title examiner,97,0.655,0.345,0.804,0.086,0.066,0.17600000000000002,Good,94,"Title examiners, abstractors, and searchers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Title examiners, abstractors, and searchers"
packer,690,0.517,0.483,0.618,0.258,0.063,0.353,Overlap,94,"Packers and packagers, hand",94.0,order filler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Packers and packagers, hand"
machinist,307,0.063,0.937,0.8290000000000001,0.06,0.075,0.133,Good,54,Machinists,94.0,processing machine operator,94.0,machine operator,54.0,printing press operator,94,rotary drill operator,94.0,cutter,54.0,welder,94.0,brazer,94.0,machine tender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Machinists
stocker,1640,0.365,0.635,0.747,0.155,0.048,0.23600000000000002,Good,54,Stockers and order fillers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stockers and order fillers
computer support specialist,687,0.262,0.738,0.67,0.132,0.15,0.09699999999999999,Good,54,Computer support specialists,94.0,computer user support specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Computer support specialists
planner,169,0.6920000000000001,0.30799999999999994,0.777,0.11800000000000001,0.071,0.175,Good,94,"Meeting, convention, and event planners",54.0,event planner,94.0,wedding planner,94.0,"meeting, convention, and event planner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meeting, convention, and event planners"
dry-cleaning worker,121,0.745,0.255,0.7659999999999999,0.13,0.053,0.444,Good,94,Laundry and dry-cleaning workers,94.0,laundry worker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laundry and dry-cleaning workers
pipelayer,54,0.013999999999999999,0.986,0.846,0.078,0.0,0.49700000000000005,Good,94,Pipelayers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pipelayers
administrator,3316,0.840955066344994,0.15904493365500605,0.7966269601930036,0.1306764173703257,0.04143063932448733,0.14001477683956576,Overlap,94,"Education and childcare administrators; Executive secretaries and executive administrative assistants; Legal secretaries and administrative assistants; Medical secretaries and administrative assistants; Secretaries and administrative assistants, except legal, medical, and executive",94.0,education and childcare administrator,71.0,administrative assistant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Education and childcare administrators; Executive secretaries and executive administrative assistants; Legal secretaries and administrative assistants; Medical secretaries and administrative assistants; Secretaries and administrative assistants, except legal, medical, and executive"
tree trimmer,118,0.03,0.97,0.853,0.055,0.016,0.36700000000000005,Good,94,Tree trimmers and pruners,94.0,faller,94.0,logging worker,94.0,trimmer,94,log scaler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tree trimmers and pruners
operator,1369,0.24147699050401752,0.7585230094959825,0.8190248356464573,0.12326953981008035,0.027050401753104455,0.2833557341124909,Good,no_source,"Communications equipment operators, all other; Mail clerks and mail machine operators, except postal service; Office machine operators, except computer; Construction equipment operators; Rail-track laying and maintenance equipment operators; Derrick, rotary drill, and service unit operators, oil and gas; Excavating and loading machine and dragline operators, surface mining; Underground mining machine operators; Food and tobacco roasting, baking, and drying machine operators and tenders; Food cooking machine operators and tenders; Forming machine setters, operators, and tenders, metal and plastic; Computer numerically controlled tool operators and programmers; Cutting, punching, and press machine setters, operators, and tenders, metal and plastic; Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic; Other machine tool setters, operators, and tenders, metal and plastic; Metal furnace operators, tenders, pourers, and casters; Molders and molding machine setters, operators, and tenders, metal and plastic; Printing press operators; Sewing machine operators; Textile machine setters, operators, and tenders; Sawing machine setters, operators, and tenders, wood; Woodworking machine setters, operators, and tenders, except sawing; Power plant operators, distributors, and dispatchers; Stationary engineers and boiler operators; Water and wastewater treatment plant and system operators; Miscellaneous plant and system operators; Chemical processing machine setters, operators, and tenders; Extruding, forming, pressing, and compacting machine setters, operators, and tenders; Furnace, kiln, oven, drier, and kettle operators and tenders; Packaging and filling machine operators and tenders; Photographic process workers and processing machine operators; Adhesive bonding machine operators and tenders; Paper goods machine setters, operators, and tenders; Other production equipment operators and tenders; Crane and tower operators; Conveyor, dredge, and hoist and winch operators; Pumping station operator",94.0,construction equipment operator,71.0,crane operator,94.0,crane and tower operator,94,loading and moving machine operator,54.0,tractor operator,94.0,logging equipment operator,94.0,rail-track laying and maintenance equipment operator,94.0,plant and system operator,94.0,chemical equipment operator,94.0,derrick operator,94.0,gas plant operator,94.0,gas compressor and gas pumping station operator,94.0,food cooking machine operator,94.0,pile driver operator,94.0,computer numerically controlled tool operator,94.0,underground mining machine operator,94.0,refinery operator,94.0,excavating and loading machine and dragline operator,94.0,crematory operator,94.0,"paving, surfacing, and tamping equipment operator",94.0,service unit operator,94.0,postal service mail processing machine operator,94.0,water and wastewater treatment plant and system operator,94.0,boiler operator,94.0,petroleum pump system operator,94.0,communications equipment operator,94.0,chemical plant and system operator,94.0,conveyor operator,94.0,hoist and winch operator,94.0,agricultural equipment operator,94.0,dredge operator,94.0,pump operator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Construction equipment operators; Computer numerically controlled tool operators and programmers; Cutting, punching, and press machine setters, operators, and tenders, metal and plastic; Printing press operators; Sewing machine operators; Stationary engineers and boiler operators; Water and wastewater treatment plant and system operators; Packaging and filling machine operators and tenders; Crane and tower operators"
reservation and transportation ticket agent,123,0.45899999999999996,0.541,0.6970000000000001,0.19899999999999998,0.078,0.191,Good,94,Reservation and transportation ticket agents and travel clerks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reservation and transportation ticket agents and travel clerks
food processing worker,219,0.3754474885844749,0.624552511415525,0.7360410958904109,0.19430593607305935,0.03280365296803653,0.37158447488584473,Good,94,"Food and tobacco roasting, baking, and drying machine operators and tenders; Food batchmakers; Food cooking machine operators and tenders; Food processing workers, all other",94.0,food preparation and serving worker,94.0,food batchmaker,94.0,food cooking machine tender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Food batchmakers; Food processing workers, all other"
video editor,148,0.188,0.812,0.72,0.125,0.063,0.168,Overlap,94,"Television, video, and film camera operators and editors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Television, video, and film camera operators and editors"
drafter,98,0.205,0.795,0.8859999999999999,0.032,0.08199999999999999,0.08900000000000001,Good,71,Architectural and civil drafters; Other drafters,70.0,drawer,94.0,architectural and civil drafter,94.0,mechanical drafter,94,electrical and electronics drafter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other drafters
news vendor,73,0.5429999999999999,0.4570000000000001,0.7140000000000001,0.154,0.027000000000000003,0.243,Overlap,94,"Door-to-door sales workers, news and street vendors, and related workers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Door-to-door sales workers, news and street vendors, and related workers"
exercise trainer,257,0.5670000000000001,0.43299999999999994,0.789,0.109,0.062,0.168,Overlap,94,Exercise trainers and group fitness instructors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Exercise trainers and group fitness instructors
animal trainer,82,0.691,0.30900000000000005,0.8690000000000001,0.040999999999999995,0.0,0.22,Good,94,Animal trainers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Animal trainers
marketing specialist,511,0.617,0.383,0.789,0.073,0.10300000000000001,0.10800000000000001,Good,94,Market research analysts and marketing specialists,94.0,product promoter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Market research analysts and marketing specialists
assembler,1162,0.3796333907056799,0.6203666092943202,0.6703476764199655,0.21643373493975904,0.08045611015490534,0.25441135972461276,Good,94,"Electrical, electronics, and electromechanical assemblers; Aircraft structure, surfaces, rigging, and systems assemblers; Engine and other machine assemblers; Other assemblers and fabricators",94.0,electrical and electronic equipment assembler,94.0,team assembler,94.0,electromechanical equipment assembler,94,timing device assembler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Electrical, electronics, and electromechanical assemblers; Other assemblers and fabricators"
data entry keyer,224,0.727,0.273,0.701,0.161,0.076,0.17600000000000002,Good,54,Data entry keyers,94.0,word processor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data entry keyers
human resources specialist,980,0.765,0.235,0.7490000000000001,0.147,0.06,0.16699999999999998,Good,94,Human resources workers,94.0,human resources assistant,94.0,training and development specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Human resources workers
healthcare support worker,969,0.8493065015479876,0.15069349845201235,0.7060103199174406,0.17531372549019608,0.06310216718266254,0.26668833849329204,Good,94,Medical assistants; Medical transcriptionists; Phlebotomists; Other healthcare support workers,94.0,medical transcriptionist,94.0,community health worker,54.0,medical records specialist,94,diagnostic medical sonographer,94.0,orthotist,94.0,medical assistant,94.0,medical dosimetrist,21.0,optician,94.0,hearing aid specialist,94.0,phlebotomist,94.0,prosthetist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medical assistants; Phlebotomists; Other healthcare support workers
property mananger,880,0.517,0.483,0.8079999999999999,0.10400000000000001,0.055,0.126,Good,94,"Property, real estate, and community association managers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Property, real estate, and community association managers"
gambling service worker,90,0.402,0.598,0.525,0.22399999999999998,0.163,0.141,Good,94,Gambling services workers,94.0,gambling cage worker,94.0,gambling surveillance officer,94.0,gambling change person,94,gambling investigator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gambling services workers
